,Space Name,Blueprint Name,Milestone Name,Activity,Color,Tech Solution Type,On Shore,Off Shore,Monthly Volume,Cycle Time,Participant Name,Milestone Number,Activity Number
254,"Blueworks Live Training, TMR Space",FCL Timeline Back to Beneficiary Post-Sale - Level 3,Inventory Transfer Completed,Monitor Queue for Redemption Expiration,yellow,DIS - Step Service,26.0,0.0,270,3 Minutes,Foreclosure Specialist,2,2.039999999999999
255,"Blueworks Live Training, TMR Space",FCL Timeline Back to Beneficiary Post-Sale - Level 3,Inventory Transfer Completed,Transfer to REO Inventoy,yellow,DIS - Step Service,26.0,0.0,268,2 Minutes,Foreclosure Specialist,2,2.049999999999999
256,"Blueworks Live Training, TMR Space",FCL Timeline Back to Beneficiary Post-Sale - Level 3,Transfer Tasks Completed,Execute Property Preservation Tasks,,,28.0,12.0,538,,REO/Prop Pres,3,3.01
257,"Blueworks Live Training, TMR Space",FCL Timeline Back to Beneficiary Post-Sale - Level 3,Transfer Tasks Completed,Monitor for Deed Transfer Completion,yellow,DIS - Step Service,26.0,0.0,538,3 Minutes,Foreclosure Specialist,3,3.0199999999999996
258,"Blueworks Live Training, TMR Space",FCL Timeline Back to Beneficiary Post-Sale - Level 3,Transfer Tasks Completed,Confirm All Post-Sale Steps Are Complete,yellow,DIS - Step Service,26.0,0.0,538,5 Minutes,Foreclosure Specialist,3,3.0299999999999994
259,"Blueworks Live Training, TMR Space",FCL Timeline Back to Beneficiary Post-Sale - Level 3,Transfer Tasks Completed,Ensure Process Completed in Default Workflow,yellow,DIS - Step Service,26.0,0.0,538,1 Minutes,Foreclosure Specialist,3,3.039999999999999
260,"Blueworks Live Training, TMR Space",FCL Timeline Back to Beneficiary Post-Sale - Level 3,Transfer Tasks Completed,Apply Message Code 06,yellow,DIS - Step Service,26.0,0.0,358,2 Minutes,Foreclosure Specialist,3,3.049999999999999
261,"Blueworks Live Training, TMR Space",FCL Timeline Back to Beneficiary Post-Sale - Level 3,Transfer Tasks Completed,Remove Code 08 and 85,yellow,DIS - Step Service,26.0,0.0,538,2 Minutes,Foreclosure Specialist,3,3.0599999999999987
262,"Blueworks Live Training, TMR Space",FCL Timeline Back to Beneficiary Post-Sale - Level 3,Transfer Tasks Completed,Transfer to REO Inventory,,,26.0,0.0,538,1 Minutes,Foreclosure Specialist,3,3.0699999999999985
263,"Blueworks Live Training, TMR Space",Foreclosure Process - Level 1,Demand Tasks Completed,Complete Demand Tasks,,,0.0,0.0,,,Default Servicing Team,1,1.01
264,"Blueworks Live Training, TMR Space",Foreclosure Process - Level 1,Referral Tasks Completed,Complete Referral Tasks,,,0.0,0.0,,,Default Servicing Team,2,2.01
265,"Blueworks Live Training, TMR Space",Foreclosure Process - Level 1,Title Tasks Completed,Complete Title Tasks,blue,,0.0,0.0,,,Default Servicing Team,3,3.01
266,"Blueworks Live Training, TMR Space",Foreclosure Process - Level 1,Document Tasks Completed,Complete DocEx Tasks,blue,,0.0,0.0,,,Default Servicing Team,4,4.01
267,"Blueworks Live Training, TMR Space",Foreclosure Process - Level 1,Foreclosure Process Completed,Complete Foreclosure Proceeding Tasks,blue,,0.0,0.0,,,Default Servicing Team,5,5.01
268,"Blueworks Live Training, TMR Space",Foreclosure Process - Level 1,Foreclosure Sale Concluded,Complete Foreclosure Sale,blue,,0.0,0.0,,,Default Servicing Team,6,6.01
269,"Blueworks Live Training, TMR Space",Foreclosure Process - Level 1,Post-Sale Processing Tasks Completed,Complete Post-Sale Tasks,blue,,0.0,0.0,,,Default Servicing Team,7,7.01
270,"Blueworks Live Training, TMR Space",Foreclosure Process - Level 1,Post-Sale Processing Tasks Completed,Complete 2nd Chance Process,,,0.0,0.0,,,Default Servicing Team,7,7.02
271,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,Foreclosure Sale Completed,Attend Foreclosure Sale,,,0.0,0.0,132,,Foreclosure Attorney,1,1.01
272,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,Foreclosure Sale Completed,Document Sale Result in Default Workflow,yellow,DIS - Step Service,0.0,0.0,132,,Foreclosure Attorney,1,1.02
273,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,Foreclosure Sale Completed,Complete Required Post-Sale Actions,,,0.0,0.0,132,,Foreclosure Attorney,1,1.03
274,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,Foreclosure Sale Completed,Complete Notify Investor Step of Main FCL Rail,yellow,DIS - Step Service,2.0,0.0,132,2 Minutes,CWCOT/2nd Chance Team,1,1.04
275,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Initiated,Complete Sale Confirmation in Default Workflow,,,2.0,0.0,132,1 Minutes,CWCOT/2nd Chance Team,2,2.01
276,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Initiated,Enter Collection Code SCWC in SOR,yellow,DIS - Step Service,2.0,0.0,132,1 Minutes,CWCOT/2nd Chance Team,2,2.0199999999999996
277,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Initiated,Apply Msg Codes 85 & 29 in SOR (Funds Transfer),yellow,DIS - Step Service,2.0,0.0,132,2 Minutes,CWCOT/2nd Chance Team,2,2.0299999999999994
278,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Initiated,Monitor for Redemption Expiration,yellow,DIS - Step Service,2.0,0.0,65,3 Minutes,CWCOT/2nd Chance Team,2,2.039999999999999
279,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Initiated,Review Sale Result,,,2.0,0.0,23,2 Minutes,CWCOT/2nd Chance Team,2,2.049999999999999
280,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Initiated,Enter Collection Code 3PTY in SOR (No Claim),yellow,DIS - Step Service,2.0,0.0,11,1 Minutes,CWCOT/2nd Chance Team,2,2.0599999999999987
281,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Initiated,Transfer to Prep & Convey to HUD sub-process,,,2.0,0.0,12,11 Minutes,CWCOT/2nd Chance Team,2,2.0699999999999985
282,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Completed,Report Redemption Period Expiration,yellow,DIS - Step Service,0.0,0.0,65,,Foreclosure Attorney,3,3.01
283,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Completed,Monitor for Transfer of Funds,yellow,DIS - Step Service,2.0,0.0,132,5D,CWCOT/2nd Chance Team,3,3.0199999999999996
284,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Completed,Confirm Funds Received,default,,2.0,0.0,132,5D,CWCOT/2nd Chance Team,3,3.0299999999999994
285,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Completed,Apply 3rd Party Funds,,,3.0,0.0,132,,Account Services,3,3.039999999999999
286,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Completed,Confirm Funds Correctly Applied by Acct Svcs,yellow,DIS - Step Service,2.0,0.0,132,5D,CWCOT/2nd Chance Team,3,3.049999999999999
287,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Completed,Add Message Codes 06 & 29 in SOR,yellow,DIS - Step Service,2.0,0.0,132,2 Minutes,CWCOT/2nd Chance Team,3,3.0599999999999987
288,"Blueworks Live Training, TMR Space",FCL FHA 3rd Party Post-Sale - Level 3,FHA 3rd Party Post-Sale Completed,Remove Message Codes 08 & 85 from SOR,yellow,DIS - Step Service,2.0,0.0,132,2 Minutes,CWCOT/2nd Chance Team,3,3.0699999999999985
289,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Request Received,Borrower Correspondence Received,,Web Service - Loan to Legal System|Legal System - email Client,4.0,2.0,1594,56 Minutes,Foreclosure Attorney,1,1.01
290,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Request Received,Launch Reinstatement Request rail in LPS,,,0.0,0.0,1594,,Foreclosure Attorney,1,1.02
291,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Quote Created,Update Door 80 with Fees & Costs,yellow,LSAMS Technology Enhancement,4.0,0.0,1594,0.5 Minutes,Foreclosure Analyst,2,2.01
292,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Quote Created,Create Reinstatement Quote in Door 103,yellow,LSAMS Technology Enhancement,4.0,0.0,1594,1 Minutes,Foreclosure Analyst,2,2.0199999999999996
293,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Quote Created,Complete Fee/Escrow Breakdown Template,yellow,Other - Internal,4.0,0.0,1594,3 Minutes,Foreclosure Analyst,2,2.0299999999999994
294,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Quote Sent,Upload Reinstatement & Template to LPS,yellow,Other - Internal,4.0,0.0,1594,0.5 Minutes,Foreclosure Analyst,3,3.01
295,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Quote Sent,Complete Step 2 of Reinstatement Request rail in LPS,yellow,DIS - Step Service,4.0,0.0,1594,0.5 Minutes,Foreclosure Analyst,3,3.0199999999999996
296,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Quote Sent,Review Quote and remove any fees/costs that are not recoverable,,,0.0,0.0,,,Foreclosure Attorney,3,3.0299999999999994
297,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Quote Sent,Complete Step 3 of Reinstatement Rail in LPS,,,0.0,0.0,,,Foreclosure Attorney,3,3.039999999999999
298,"Blueworks Live Training, TMR Space",Attorney Initiated Reinstatement Quote - Level 3,Reinstatement Quote Sent,Disseminate information to Borrower,,,0.0,0.0,,,Foreclosure Attorney,3,3.049999999999999
299,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Foreclosure Type Determined,Receive Referral File,,,0.0,0.0,477,,Foreclosure Attorney,1,1.01
300,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Monitor Title for Delivery,,,0.0,0.0,477,24H,Foreclosure Attorney,2,2.01
301,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Curative Title Process,,,2.0,0.0,44,,Curative Title Team,2,2.0199999999999996
302,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Continue Foreclosure Process,,,0.0,0.0,477,,Foreclosure Attorney,2,2.0299999999999994
303,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,"Evaluate Foreclosure, Title, Restart State",,,0.0,0.0,477,,Foreclosure Attorney,2,2.039999999999999
304,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Publish Notice of Default (1st Legal),,,0.0,0.0,175,,Foreclosure Attorney,2,2.049999999999999
305,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Request State Documents,,,0.0,0.0,52,,Foreclosure Attorney,2,2.0599999999999987
306,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Request Notice of Hearing (1st Legal),,,0.0,0.0,52,,Foreclosure Attorney,2,2.0699999999999985
307,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Confirm Service Complete,,,0.0,0.0,52,,Foreclosure Attorney,2,2.0799999999999983
308,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Schedule & Conduct Hearing,,,0.0,0.0,52,,Court,2,2.089999999999998
309,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Enter Order for Sale,,,0.0,0.0,52,,Court,2,2.099999999999998
310,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Title Tasks Executed,Execute State Required Documents,,,19.0,0.0,52,135 Minutes,DocEx,2,2.1099999999999977
311,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Publish Results Determined,Publish Notice of Trustee Sale,,,0.0,0.0,175,,Foreclosure Attorney,3,3.01
312,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Publish Results Determined,Schedule Foreclosure Sale,,,0.0,0.0,599,,Foreclosure Attorney,3,3.0199999999999996
313,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Publish Results Determined,Publish (Post) Notice of Sale,,,0.0,0.0,52,3W,Foreclosure Attorney,3,3.0299999999999994
314,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Publish Results Determined,Publish Notice of Intent for Sale (1st Legal),,,0.0,0.0,174,,Foreclosure Attorney,3,3.039999999999999
315,"Blueworks Live Training, TMR Space",FCL Timeline Non-Judicial Quasi Proceeding - Level 3,Publish Results Determined,Enter Sale Scheduled For Date in Default Workflow,,,0.0,0.0,599,,Foreclosure Attorney,3,3.049999999999999
316,"Blueworks Live Training, TMR Space",Tom Roubik Getting Started Process,Submit Work Order,Submit Work Order Request,blue,,0.0,0.0,,,<Enter your role here>,1,1.01
317,"Blueworks Live Training, TMR Space",Tom Roubik Getting Started Process,Submit Work Order,Provide Cost Estimate,purple,,0.0,0.0,,,Service Provider,1,1.02
318,"Blueworks Live Training, TMR Space",Tom Roubik Getting Started Process,Deliver Services,Perform Services,orange,,0.0,0.0,,,Service Provider,2,2.01
319,"Blueworks Live Training, TMR Space",Tom Roubik Getting Started Process,Deliver Services,Acknowledge Receipt of Services,green,,0.0,0.0,,,<Enter your role here>,2,2.0199999999999996
320,"Blueworks Live Training, TMR Space",Tom Roubik Getting Started Process,Make Payment,Transfer Funds,green,,0.0,0.0,,,Accounting,3,3.01
321,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,FCL Documents Received,Complete/Launch Signature Request Documents,,,0.0,0.0,701,,Foreclosure Attorney,1,1.01
322,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,FCL Documents Received,Review Document Requests,,,0.0,7.0,701,15 Minutes,TCS Offshore,1,1.02
323,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,FCL Documents Received,"QC ""Wet Signature"" Request List",,,19.0,0.0,685,90 Minutes,QC/Execution Onshore,1,1.03
324,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,FCL Documents Received,Complete Signature Execution Requests,,,19.0,0.0,685,5 Minutes,QC/Execution Onshore,1,1.04
325,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,FCL Documents Received,Correct and Re-Submit,,,0.0,0.0,51,,Foreclosure Attorney,1,1.05
326,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,FCL Documents Received,Complete eSign Document Execution Request,,,19.0,0.0,120,5 Minutes,QC/Execution Onshore,1,1.06
327,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,Documents Reviewed,Image All Documents,yellow,DIS - Document Service,4.0,0.0,679,15 Minutes,Servicing Timeline DocEx Mail Team,2,2.01
328,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,Documents Reviewed,Create Regular Mail & eFile Lists,yellow,DIS - Document Service,4.0,0.0,679,5 Minutes,Servicing Timeline DocEx Mail Team,2,2.0199999999999996
329,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,Documents Reviewed,Mail Physical Documents to Attorney,yellow,DIS - Document Service,4.0,0.0,679,5 Minutes,Servicing Timeline DocEx Mail Team,2,2.0299999999999994
330,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,Documents Delivered,Upload Signed eFile Documents,yellow,DIS - Document Service,0.0,7.0,679,3 Minutes,TCS Offshore,3,3.01
331,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,Documents Delivered,Receive Mailed or eFiled Documents,,,0.0,0.0,679,10D,Foreclosure Attorney,3,3.0199999999999996
332,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,Documents Delivered,Confirm Document Request,,,0.0,0.0,679,,Foreclosure Attorney,3,3.0299999999999994
333,"Blueworks Live Training, TMR Space",FCL Timeline DocEx- Level 3,Documents Delivered,Close Signature Required Rail,,,0.0,0.0,679,,Foreclosure Attorney,3,3.039999999999999
334,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Title Claim Eligibility Determined,Provide Full Title Issue Description (3 day SLA),,,0.0,0.0,44,3D,Foreclosure Attorney,1,1.01
335,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Title Claim Eligibility Determined,Review Title for Claim Eligibility,,,0.0,0.0,44,,Title Issue Vendor,1,1.02
336,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Insurance Claim Filed,Prepare Title Insurance Claim,,,0.0,0.0,,,Title Issue Vendor,2,2.01
337,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Insurance Claim Filed,File Title Insurance Claim,,,0.0,0.0,,,Title Issue Vendor,2,2.0199999999999996
338,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Documents Prepared,Prepare DocEx Request,,,0.0,0.0,20,,Title Issue Vendor,3,3.01
339,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Documents Prepared,Forward Request to Curative Titles team,,,0.0,0.0,20,,Title Issue Vendor,3,3.0199999999999996
340,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Documents Prepared,Review for Request Accuracy,default,,4.0,0.0,20,15 Minutes,Curative Title Team,3,3.0299999999999994
341,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Documents Prepared,Enter Collection Code LSRD in SOR,default,,4.0,0.0,20,2 Minutes,Curative Title Team,3,3.039999999999999
342,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Documents Prepared,Execute Requested Document,,,4.0,0.0,20,90 Minutes,Curative Title Team,3,3.049999999999999
343,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Documents Prepared,Store Copy of Docs on Network,default,,4.0,0.0,20,2 Minutes,Curative Title Team,3,3.0599999999999987
344,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Documents Prepared,Initiate Manual Title Cure,,,0.0,0.0,,,Foreclosure Attorney,3,3.0699999999999985
345,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Documents Prepared,Prepare Documents for Execution Request,,,0.0,0.0,20,,Foreclosure Attorney,3,3.0799999999999983
346,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Documents Prepared,Forward Docs for Execution to Issue Vendor,,,0.0,0.0,20,,Foreclosure Attorney,3,3.089999999999998
347,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Loan System Updated,Update Collection Code LSED in SOR,default,,4.0,0.0,20,10 Minutes,Curative Title Team,4,4.01
348,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Claim Issues Resolved,Assist Firm with Issue Resolutions,default,,0.0,0.0,48,,Title Issue Vendor,5,5.01
349,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Claim Issues Resolved,Resolve Issue,,,0.0,0.0,48,,Title Issue Vendor,5,5.02
350,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Claim Issues Resolved,Provide Case & Resolution Summary to NSM,default,,0.0,0.0,48,,Title Issue Vendor,5,5.029999999999999
351,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Title Claim Approved,Review Case,default,,4.0,0.0,48,5 Minutes,Curative Title Team,6,6.01
352,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Title Claim Approved,Fwd Resolution Summary to All Parties,yellow,Other - Internal System,4.0,0.0,48,2 Minutes,Curative Title Team,6,6.02
353,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Title Claim Approved,Notify FCL Timeline to Proceed w/ FCL,yellow,Other - Internal System,4.0,0.0,48,2 Minutes,Curative Title Team,6,6.029999999999999
354,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Title Claim Approved,Update Default Workflow as Needed,,,4.0,0.0,48,2 Minutes,Curative Title Team,6,6.039999999999999
355,"Blueworks Live Training, TMR Space",FCL Timeline Curative Titles Process - Level 3,Title Claim Approved,Sign Approval for Loss Incurred,default,,1.0,0.0,48,5 Minutes,Business Unit SVP,6,6.049999999999999
356,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Sale Completed & Investor Notified,Enter Sale Results in Default Workflow System,,,0.0,0.0,538,,Foreclosure Attorney,1,1.01
357,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Sale Completed & Investor Notified,Complete Post Sale Requirements,,,0.0,0.0,538,,Foreclosure Attorney,1,1.02
358,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Sale Completed & Investor Notified,Notify Investor of 3rd Party Sale Held,yellow,DIS - Step Service,26.0,0.0,538,5 Minutes,Foreclosure Specialist,1,1.03
359,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Post Sale BK & SCRA Search Completed,Update Loan System Message 85 & 29 Code,yellow,DIS - Step Service,26.0,0.0,538,3 Minutes,Foreclosure Specialist,2,2.01
360,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Post Sale BK & SCRA Search Completed,Complete Post-Sale BK Check,,,0.0,0.0,527,,Foreclosure Attorney,2,2.0199999999999996
361,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Post Sale BK & SCRA Search Completed,Complete Post-Sale SCRA Eligibility Review,default,,0.0,0.0,46,,Foreclosure Attorney,2,2.0299999999999994
362,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Monitor Queue for Redemption Expiration,yellow,DIS - Step Service,26.0,0.0,263,3 Minutes,Foreclosure Specialist,3,3.01
363,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Check for Redemption Period,,,0.0,0.0,527,,Foreclosure Attorney,3,3.0199999999999996
364,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Report Expired Redemption Period,yellow,DIS - Step Service,0.0,0.0,263,,Foreclosure Attorney,3,3.0299999999999994
365,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Monitor for Transfer of 3rd Party Funds Completion,,,26.0,0.0,527,5 Minutes,Foreclosure Specialist,3,3.039999999999999
366,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Apply Funds,yellow,LSAMS Technology Enhancement,3.0,0.0,527,,Account Services,3,3.049999999999999
367,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Confirm Funds Applied Correctly by Acct Svcs,,,26.0,0.0,527,5 Minutes,Foreclosure Specialist,3,3.0599999999999987
368,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Remove Message Code 85,yellow,DIS - Step Service,26.0,0.0,527,2 Minutes,Foreclosure Specialist,3,3.0699999999999985
369,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Apply Message Code 06,yellow,DIS - Step Service,26.0,0.0,157,2 Minutes,Foreclosure Specialist,3,3.0799999999999983
370,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Confirm All Post-Sale Steps Complete,default,,26.0,0.0,527,5 Minutes,Foreclosure Specialist,3,3.089999999999998
371,"Blueworks Live Training, TMR Space",FCL Timeline 3rd Party Post-Sale - Level 3,Transfer Tasks Completed,Complete Process in Lender System,default,,26.0,0.0,527,1 Minutes,Foreclosure Specialist,3,3.099999999999998
372,"Blueworks Live Training, TMR Space",Message Code Update - Level 3,Event Type & Investor Assessed,Select Message Code based on Loan Criteria,,,0.0,0.0,,,Foreclosure,1,1.01
373,"Blueworks Live Training, TMR Space",Message Code Update - Level 3,Loan System Updated,Update Loan System Message Code,,,0.0,0.0,,,IT,2,2.01
374,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,Default Report Generated,Generate the Default Reporting Demand Waterfall,default,,0.0,0.0,24,,Default Reporting Team,1,1.01
375,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,Default Report Generated,Monitor & Manage Daily Waterfall Report,,,1.0,0.0,24,5 Minutes,Demand Onshore Team,1,1.02
376,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,State File Created,Create (data) State File for Needs Demand Accounts,default,,0.0,0.0,24,5 Minutes,NSM IT Batch File,2,2.01
377,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,Loan System Updated for Demand Failure,Open Demand Account in Loan System,default,,0.0,0.0,23000,1 Minutes,NSM IT Batch File,3,3.01
378,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,Loan System Updated for Demand Failure,Review Exception Queue,,,0.0,10.0,23000,7 Minutes,TCS Offshore,3,3.0199999999999996
379,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,Loan System Updated for Demand Failure,Accept or Reject Demand Based on Review,,,0.0,10.0,23000,2 Minutes,TCS Offshore,3,3.0299999999999994
380,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,Loan System Updated for Demand Failure,Batch Code to Document Demand Rejected,default,,0.0,0.0,1150,5 Minutes,NSM IT Batch File,3,3.039999999999999
381,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,Loan System Updated for Demand Failure,Re-Insert Loan into Demand Waterfall,default,,0.0,0.0,1150,1 Minutes,NSM IT Batch File,3,3.049999999999999
382,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,Print File Tasks Completed,Retrieve Updated Requirements from Entity List,yellow,LSAMS Technology Enhancement,0.0,1.0,9660,7 Minutes,TCS Offshore,4,4.01
383,"Blueworks Live Training, TMR Space",Foreclosure Demand Process -  Level 3,Print File Tasks Completed,Merge Entity List Updates with State File,yellow,LSAMS Technology Enhancement,0.0,1.0,9660,7 Minutes,TCS Offshore,4,4.02
